Document,GBWP (kHz),sent,p
LINEARTECHNOLOGYANALOGDEVICES_LT1469IN8,9000.0,955,0.0023869516
LINEARTECHNOLOGYANALOGDEVICES_LT1469IN8,90000.0,380,0.58659995
LINEARTECHNOLOGYANALOGDEVICES_LT1469IN8,96000.0,974,0.006394204
LINEARTECHNOLOGYANALOGDEVICES_LT1469IN8,96000.0,975,0.0051647606
LINEARTECHNOLOGYANALOGDEVICES_LT1469IN8,98000.0,713,0.011127914
LINEARTECHNOLOGYANALOGDEVICES_LT1469IN8,98000.0,714,0.00878678
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,0.02,884,0.00050820207
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,0.06,484,0.00088425574
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,0.06,800,0.00031642907
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,0.07,654,0.00053826417
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,0.07,885,0.00042693593
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,100.0,472,0.034192722
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,100.0,647,0.071119204
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,110.0,471,0.03613519
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,110.0,646,0.028929079
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,110.0,790,0.049377773
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,125.0,645,0.28971982
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,125.0,875,0.38167572
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,150.0,806,0.0020966409
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,180.0,474,0.0901212
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,180.0,792,0.046507824
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,200.0,648,0.48230723
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,200.0,877,0.32672107
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,40.0,458,0.0077324314
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,40.0,782,0.001753807
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,5.0,803,0.0006091621
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,50.0,459,0.017927282
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,50.0,635,0.018491909
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,50.0,783,0.0058260323
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,50.0,867,0.0077938517
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,55.0,463,0.0062683783
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,6.0,466,0.008267035
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,6.0,787,0.023917312
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,60.0,791,0.01800115
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,7.0,461,0.0019177109
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,7.0,780,0.0010974633
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,70.0,636,0.008123549
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,70.0,784,0.0021753302
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,70.0,868,0.004885587
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,700.0,807,0.0018521626
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,75.0,876,0.042657696
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,84.0,862,0.0010910066
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,85.0,637,0.0058481563
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,88.0,629,0.0010420375
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,90.0,473,0.019993791
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,95.0,869,0.004633048
LINEARTECHNOLOGYANALOGDEVICES_LT1490AHS8PBF,98.0,630,0.0018691025
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,0.07,436,0.0006251426
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,100.0,430,0.01093725
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,110.0,429,0.008255771
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,125.0,422,0.60519725
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,200.0,423,0.6731125
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,50.0,413,0.027312621
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,70.0,414,0.008299633
LINEARTECHNOLOGYANALOGDEVICES_LT1490CS8PBF,85.0,417,0.0068828287
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,100.0,276,0.00055600173
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,150.0,271,0.0027099869
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,1800.0,253,0.0012363861
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,20.0,281,0.0006944875
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,2000.0,555,0.00070848584
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,30.0,580,0.0012872657
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,3000.0,556,0.0021103725
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,3000.0,561,0.3954615
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,425000.0,262,0.015130819
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,4500.0,258,0.65808594
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,5.8,585,0.0010293267
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,5000.0,562,0.361611
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,500000.0,566,0.016165767
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,550000.0,263,0.007011185
LINEARTECHNOLOGYANALOGDEVICES_LT1492CS8,800000.0,567,0.00629512
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,10000.0,371,0.009334792
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,11000.0,364,0.007372407
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,12000.0,370,0.0025113989
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,15000.0,369,0.0026796162
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,150000.0,349,0.005995457
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,200000.0,345,0.003286828
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,30000.0,356,0.011236442
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,35000.0,355,0.015764596
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,350000.0,346,0.004981183
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,50000.0,354,0.036873262
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,7500.0,362,0.007846106
LINEARTECHNOLOGYANALOGDEVICES_LT1497CS8TR,9500.0,363,0.0056441426
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,10500.0,1229,0.56809765
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,10500.0,339,0.6116911
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1700.0,1069,0.0005113079
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1700.0,333,0.025826102
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1700.0,890,0.00051884865
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1800.0,1223,0.017915254
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1900.0,1397,0.023328727
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1900.0,514,0.029700179
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,1900.0,708,0.0005632071
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2000.0,1068,0.00036107367
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2000.0,1573,0.01682269
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2000.0,694,0.022045173
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2000.0,889,0.00036639947
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2200.0,1764,0.0005661903
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2200.0,1941,0.00056289684
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2200.0,334,0.0073285936
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2200.0,527,0.00038201117
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2200.0,707,0.00043157942
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2300.0,345,0.000379621
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2400.0,1055,0.0255998
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2400.0,876,0.025967725
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2500.0,1224,0.011076954
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2500.0,1750,0.026924307
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2500.0,1927,0.026771815
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2500.0,526,0.00035858122
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2600.0,344,0.00032430165
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2600.0,515,0.015431188
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2700.0,695,0.015849816
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,2800.0,1398,0.016391514
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3000.0,1056,0.00848745
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3000.0,1574,0.0056208465
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3000.0,1587,0.0005342374
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3000.0,877,0.008611606
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3200.0,1071,0.0008024157
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3200.0,1751,0.008145825
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3200.0,1928,0.008098804
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3200.0,710,0.0007190617
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3200.0,892,0.00081424677
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3400.0,1410,0.0003344316
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3500.0,1235,0.00025924772
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3500.0,529,0.0010459343
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3600.0,1070,0.0007556637
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3600.0,709,0.0006771626
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,3600.0,891,0.00076680526
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,4000.0,347,0.0010351677
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,4000.0,528,0.0007568366
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,4500.0,346,0.0009326386
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,4750.0,1588,0.0006011098
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,4750.0,1765,0.00078655925
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,4750.0,1942,0.00078198547
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5300.0,1411,0.00087700604
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5800.0,1061,0.45662257
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5800.0,1579,0.37717572
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5800.0,1756,0.5534319
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5800.0,1933,0.551989
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5800.0,700,0.5101223
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,5800.0,882,0.4602592
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,6000.0,1235,0.0005282407
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,6100.0,1403,0.30621898
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,6100.0,520,0.2973469
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,6800.0,1228,0.3880643
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,6800.0,338,0.36837056
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,1059,0.030672297
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,1227,0.04043787
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,1401,0.030324733
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,1577,0.032297906
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,1754,0.035421297
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,1931,0.035536077
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,337,0.038113642
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,518,0.027178332
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,698,0.03388861
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,7000.0,880,0.03111081
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,8500.0,1062,0.5852793
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,8500.0,1580,0.52861863
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,8500.0,1757,0.6067643
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,8500.0,1934,0.6053708
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,8500.0,701,0.5567234
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,8500.0,883,0.5888302
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,9000.0,1403,0.6455498
LINEARTECHNOLOGYANALOGDEVICES_LT1498IS8TRPBF,9000.0,520,0.6358568
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,10000.0,1130,0.000886121
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,1200.0,1135,0.0010339412
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,13000.0,1658,0.2621007
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,13000.0,956,0.18683414
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,14000.0,1303,0.2438503
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,14000.0,1480,0.25715294
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,14000.0,560,0.1569707
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,14000.0,759,0.22988619
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,15000.0,1122,0.12001292
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,15000.0,358,0.17771827
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,27000.0,1481,0.38669327
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,27000.0,1659,0.3768455
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,28000.0,1304,0.34943694
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,28000.0,561,0.4355089
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,28000.0,760,0.37178755
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,28000.0,957,0.34699485
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,30000.0,1123,0.15778099
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,30000.0,359,0.30309156
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,3300.0,767,0.0013809681
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,3300.0,964,0.0005620222
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,3500.0,352,0.03312604
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,3500.0,766,0.001148988
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,3500.0,963,0.00046754724
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,3900.0,568,0.00056237483
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4000.0,553,0.037945412
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4100.0,1116,0.013487601
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4100.0,752,0.031240068
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4100.0,949,0.02868115
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4200.0,1488,0.0008573626
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4200.0,1666,0.0007463312
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4200.0,365,0.00062866654
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4200.0,567,0.0004497737
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4400.0,353,0.016041253
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4500.0,1311,0.0005237984
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4600.0,1296,0.028452795
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4600.0,364,0.0005096426
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4800.0,1473,0.02677804
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,4800.0,1651,0.025540333
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5000.0,1117,0.0042579863
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5000.0,1129,0.00029949154
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5100.0,554,0.0109880045
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5200.0,753,0.0159288
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,520000.0,372,0.0025384026
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5600.0,1297,0.0077168248
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5600.0,950,0.009031646
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,5900.0,1474,0.008588867
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,6400.0,1652,0.00946552
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,6500.0,767,0.0021846073
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,6500.0,964,0.0008895086
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,1120,0.023671491
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,1300,0.017083148
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,1477,0.017946517
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,1655,0.016979484
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,356,0.02254306
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,557,0.015473007
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,756,0.017510066
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,766,0.0012497689
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,953,0.015603732
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7000.0,963,0.0005085875
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,7700.0,570,0.002745323
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,8300.0,569,0.002211478
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,8500.0,1489,0.0013587762
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,8500.0,1667,0.0013291074
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,8500.0,367,0.001594687
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,9000.0,1311,0.002130568
LINEARTECHNOLOGYANALOGDEVICES_LT1630IS8,9200.0,366,0.0013576889
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,10000.0,444,0.00043891623
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,11000.0,227,0.0002591365
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,11000.0,642,0.0004976988
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,13000.0,226,0.00021579216
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,13000.0,421,0.0033574924
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,13000.0,443,0.00027793847
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,18000.0,1074,0.00023765067
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,18000.0,645,0.0023269453
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,20000.0,1066,0.0990213
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,20000.0,435,0.10737361
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,20000.0,634,0.13573168
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,20000.0,879,0.14503369
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,21000.0,446,0.0006510314
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,21000.0,887,0.00028712358
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,22000.0,220,0.1862056
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,22000.0,229,0.00050431234
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,22000.0,644,0.0016117464
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,22000.0,691,0.07824851
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,22000.0,697,0.000107371874
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,26000.0,445,0.00052272086
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,27000.0,228,0.00040768136
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,35000.0,1075,0.0007731134
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,40000.0,1067,0.30577573
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,40000.0,635,0.33361673
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,400000.0,234,0.0033713658
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,41000.0,436,0.3458565
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,41000.0,880,0.2616456
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,4300.0,214,0.01562781
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,43000.0,888,0.00042723888
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,45000.0,221,0.3250111
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,45000.0,691,0.13493747
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,45000.0,697,0.00011755421
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,4600.0,686,0.0034864845
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,4900.0,428,0.03059106
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,4950.0,627,0.032052223
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,5200.0,215,0.022154117
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,5200.0,872,0.016177231
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,5300.0,1060,0.0048544398
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,575000.0,702,0.0005809831
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,6000.0,429,0.014840368
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,6000.0,686,0.004275311
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,6200.0,628,0.017181927
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,6900.0,873,0.009994369
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,1060,0.011592678
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,1063,0.016124366
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,218,0.035136186
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,432,0.034765784
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,631,0.047601447
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,689,0.05794713
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,7000.0,876,0.018438008
LINEARTECHNOLOGYANALOGDEVICES_LT1632IS8,9000.0,643,0.0012465518
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,0.05,391,0.0024893428
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,100.0,371,0.0036431644
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,130.0,159,0.018177586
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,135.0,377,0.026284406
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,150.0,160,0.031150782
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,160.0,378,0.021802476
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,175.0,168,0.7578173
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,175.0,386,0.71444
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,200.0,161,0.010092687
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,215.0,379,0.013314081
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,260.0,162,0.009202224
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,280.0,380,0.011074323
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,88.0,370,0.0011050022
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,90.0,369,0.0009778505
LINEARTECHNOLOGYANALOGDEVICES_LT1635CS8PBF,98.0,372,0.0022857024
LINEARTECHNOLOGYANALOGDEVICES_LT1636IS8PBF,0.02,649,6.3432904e-05
LINEARTECHNOLOGYANALOGDEVICES_LT1636IS8PBF,0.07,255,0.00024464697
LINEARTECHNOLOGYANALOGDEVICES_LT1636IS8PBF,0.07,529,0.000291524
LINEARTECHNOLOGYANALOGDEVICES_LT1636IS8PBF,0.1,350,0.0019402944
LINEARTECHNOLOGYANALOGDEVICES_LT1636IS8PBF,100.0,245,0.05345728
