Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,12,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,2,Entity parts: {'FCX690B-13R': ['45']}
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,1.6,Entity parts: {'ZXTN19100C': ['100']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX555TA,FCX555,-65,Entity parts: {'AP02002': ['150']}
FN,CSEMS03485-1,2N3906,5.0,Entity parts: {'2N3904': ['40']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,100,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,25,Entity parts: {'ZXTP718MATC': ['20']}
FN,BC546-D,BC547C,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,120,Entity vals: ['50']
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,680,Entity vals: ['100']
FN,SANKEN_STD01N,STD01N,10,"Entity parts: {'STD01': ['150', '30']}"
FN,BC546-D,BC548,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,20000,Entity vals: ['100']
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,N,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,30,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC547CZL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,N,Entity parts: {'AP02002': ['400']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,10,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,ONSEMICONDUCTOR_BC489G,BC489A,0.5,Entity parts: {'BC489RL1G': ['80']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,150,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,0.7,Entity parts: {'AP02002': ['400']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,-65,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODS13249-1,BC818-40,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,1.1,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,10,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,0.5,Entity vals: ['80']
FN,DIODESINCORPORATED_FCX558TA,FCX558,1.5,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,830,Entity vals: ['20']
FN,BC546-D,BC548CZL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12,20,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,1,Entity parts: {'FCX705': ['120']}
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,NPN,Entity vals: ['40']
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,150,Entity parts: {'MMBTA06WT1': ['80']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,-65,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC548B,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547CZL1G,420,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,250,Entity parts: {'AP02002': ['40']}
FN,CSEMS03485-1,2N3905,-65,Entity parts: {'2N3904': ['40']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,7,Entity parts: {'ZXTP718MATC': ['20']}
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,NPN,Entity parts: {'D45H11FP': ['80']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,PNP,Entity vals: ['20']
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,NPN,Entity vals: ['60']
FN,CSEMS05382-1,BC548A,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC546B,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,N,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP-HF,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,SANKEN_STD01N,STD01N,-55,"Entity parts: {'STD01': ['150', '30']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,-55,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_2DD26527,2DD2652,12,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,12,"Entity parts: {'MJE210': ['100', '400']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,300,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODS13249-1,BC818-16,500,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FCX491ATA,FCX491ATA,200,Entity vals: ['40']
FN,DIODESINCORPORATED_2DD26527,2DD2652,150,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,60,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,N,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,300,Entity parts: {'AP02002': ['40']}
FN,BC546-D,BC547,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,100,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,50,Entity vals: ['60']
FN,DIODESINCORPORATED_FCX555TA,FCX555,100,Entity parts: {'AP02002': ['150']}
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,NPN,"Entity parts: {'MJE210': ['450', '100']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,15000,Entity vals: ['100']
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,1.6,Entity parts: {'ZXTN19100C': ['100']}
FN,DIODESINCORPORATED_FCX495TC,FCX495,100,Entity vals: ['150']
FN,STMICROELECTRONICS_STI130051,STI13005-1,N,Entity vals: ['400']
FN,CSEMS05382-1,BC547C,420,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC547C,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT1G,-55,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,BC546-D,BC547ARLG,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC547,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,-55,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,4.0,Entity parts: {'ZXTP718MATC': ['20']}
FN,SANKEN_2SC4886,2SC4886,N,Entity parts: {'2SA1860': ['150']}
FN,BC546-D,BC546BRL1,80,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302A,150,Entity parts: {'MJW3281AG': ['230']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,25,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,6.0,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,N,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,120,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,-55,Entity parts: {'FMMT597TA': ['300']}
FN,BC546-D,BC546B,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC548C,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_2DD26527,2DD2652,270,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,N,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,10,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,CSEMS05382-1,BC547A,50,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558,PNP,Entity parts: {'AP02002': ['400']}
FN,SANKEN_2SD2082,2SD2082,75,Entity parts: {'2SB1382': ['120']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,5.0,Entity vals: ['230']
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,150,Entity parts: {'FZT651TC': ['60']}
FN,CSEMS05382-1,BC548A,5.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,-55,Entity parts: {'ZXTP718MATC': ['20']}
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,100,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_FCX705TA,FCX705,Y,Entity vals: ['120']
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,150,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,70,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,PNP,Entity vals: ['25']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,PNP,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758,0.5,Entity parts: {'AP02002': ['400']}
FN,STMICROELECTRONICS_2STF2550,2STF2550,150,Entity vals: ['50']
FN,BC546-D,BC548C,100,"Entity vals: ['30', '45', '65']"
FN,BC546-D,BC547BRL1G,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,40,Entity vals: ['60']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC546A,150,"Entity vals: ['45', '65', '30']"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,20,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,SANKEN_STD01N,STD01P,5,"Entity parts: {'STD01': ['150', '30']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,40000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_BC489G,BC489,60,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,2.5,Entity vals: ['140']
FN,DIODESINCORPORATED_FCX495TC,FCX495,-65,Entity vals: ['150']
FN,BC546-D,BC547B,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_STI130051,STI13005-1,30,Entity vals: ['400']
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,1.7,Entity parts: {'AP02002': ['40']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,12,Entity parts: {'MJW3281AG': ['230']}
FN,STMICROELECTRONICS_STI130051,STI13005-1,10,Entity vals: ['400']
FN,BC546-D,BC547BG,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,700,"Entity parts: {'MJE210': ['100', '400']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,5.0,"Entity vals: ['40', '60', '80', '220', '100']"
FN,CSEMS03485-1,2N3906,30,Entity parts: {'2N3904': ['40']}
FN,ONSEMICONDUCTOR_BC489G,BC489AG,150,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,25,Entity vals: ['20']
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,50,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,N,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,STMICROELECTRONICS_STB13007DT4,STB13007DT4,N,Entity vals: ['400']
FN,ONSEMICONDUCTOR_BC489G,BC489AG,-55,Entity parts: {'BC489RL1G': ['80']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,100,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FCX491ATA,FCX491A,150,Entity parts: {'FCX491ATA': ['40']}
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,225,Entity parts: {'AN569': ['25']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,20000,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,150,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,1.5,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,100,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,25,Entity vals: ['100']
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,500,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,200,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,5,"Entity parts: {'MJE210': ['100', '400']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,60,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,18,"Entity parts: {'MJE210': ['450', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,500,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,NPN,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,NPN,Entity vals: ['80']
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,-55,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,1.5,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,1,Entity vals: ['50']
FN,CSEMS05382-1,BC547,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC548B,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_BC489G,BC489A,-55,Entity parts: {'BC489RL1G': ['80']}
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,2.0,Entity vals: ['40']
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,NPN,Entity parts: {'FCX690B-13R': ['45']}
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,NPN,Entity parts: {'ZXTN19100C': ['100']}
FN,ONSEMICONDUCTOR_BC489G,BC489G,1.5,Entity parts: {'BC489RL1G': ['80']}
FN,CSEMS05382-1,BC548C,420,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC547C,50,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC548C,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,3,Entity vals: ['25']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,BC546-D,BC547BRL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547ARLG,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,175,Entity vals: ['20']
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,2.5,Entity parts: {'ZXTP23140BFH': ['140']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,Y,Entity parts: {'FMMT597TA': ['300']}
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,200,Entity vals: ['25']
FN,BC546-D,BC548B,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,PNP,Entity vals: ['50']
FN,ONSEMICONDUCTOR_MPSA12,MPSA12,Y,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FZT651TC,FZT651,NPN,Entity parts: {'FZT651TC': ['60']}
FN,BC546-D,BC548BG,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP-HF,80,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_BC489G,BC489A,100,Entity parts: {'BC489RL1G': ['80']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,70,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,-65,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,DIODESINCORPORATED_FCX495TC,FCX495,50,Entity vals: ['150']
FN,DIODS13249-1,BC817,50,"Entity parts: {'BC817-16': ['25', '45']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,150,"Entity vals: ['40', '60', '80', '220', '100']"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP-HF,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC548CZL1G,420,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,-55,Entity parts: {'FMMT634QTA': ['100']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,7,Entity parts: {'ZXTN19100C': ['100']}
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,-55,Entity parts: {'AN569': ['25']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT1G,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,500,Entity parts: {'FCX690B-13R': ['45']}
FN,BC546-D,BC547CZL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC546BRL1,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_BC489G,BC489AG,5.0,Entity parts: {'BC489RL1G': ['80']}
FN,DIODS13249-1,BC817-25,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODS13249-1,BC818-40,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651,70,Entity parts: {'FZT651TC': ['60']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,150,Entity parts: {'ZXTN19100C': ['100']}
FN,STMICROELECTRONICS_STI130051,STI13005-1,NPN,Entity vals: ['400']
FN,DIODS13249-1,BC817-25,50,"Entity parts: {'BC817-16': ['25', '45']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,30,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,STMICROELECTRONICS_D45H11FP,D45H11FP,PNP,Entity vals: ['80']
FN,BC546-D,BC547AZL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,N,Entity parts: {'AN569': ['25']}
FN,DIODESINCORPORATED_FCX555TA,FCX555,2.1,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,160,Entity vals: ['140']
FN,CSEMS05382-1,BC548,110,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,N,Entity vals: ['80']
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,200,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_BC489G,BC489AG,1.5,Entity parts: {'BC489RL1G': ['80']}
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,15,Entity vals: ['700']
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,-55,Entity parts: {'ZXTP718MATC': ['20']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,625,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,45,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,2,Entity vals: ['45']
FN,BC546-D,BC548BZL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,3,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,225,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,1,Entity vals: ['45']
FN,NXPUSAINC_PN2222A116,PN2222A,NPN,Entity parts: {'PN2907A': ['40']}
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP-HF,25,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,N,Entity vals: ['140']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,200,Entity parts: {'MJW3281AG': ['230']}
FN,DIODS13249-1,BC818,30,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODS13249-1,BC818,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,1.1,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,1,Entity vals: ['25']
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,Y,Entity vals: ['20']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,5.0,"Entity vals: ['200', '300']"
FN,SANKEN_STD01N,STD01N,NPN,"Entity parts: {'STD01': ['150', '30']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281A,12,Entity parts: {'MJW3281AG': ['230']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06W,500,Entity parts: {'MMBTA06WT1': ['80']}
FN,STMICROELECTRONICS_STB13007DT4,STB13007DT4,150,Entity vals: ['400']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,N,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,CSEMS05382-1,BC546,6.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,625,Entity vals: ['15']
FN,NXPUSAINC_PN2222A116,PN2222A,6,Entity parts: {'PN2907A': ['40']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06W,NPN,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,6,Entity vals: ['100']
FN,ONSEMICONDUCTOR_BC489G,BC489,15,Entity parts: {'BC489RL1G': ['80']}
FN,BC546-D,BC548BG,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,150,Entity vals: ['15']
FN,STMICROELECTRONICS_BUV48A,BUV48A,7,Entity vals: ['450']
